0,4.0,-6.918066
1,4.0,62.619495
2,4.0,-57.683517
3,4.0,42.8948
4,4.0,27.284279
5,4.0,24.372545
6,4.0,7.32945
7,4.0,-28.746214
8,4.0,9.719241
9,4.0,-36.020046
10,4.0,9.928551
11,4.0,-4.1870284
12,4.0,9.355038
13,4.0,8.907085
14,4.0,22.69576
15,4.0,-14.551813
16,4.0,31.832188
17,4.0,16.269022
18,4.0,10.702732
19,4.0,2.7188184
20,4.0,-11.702005
21,4.0,1.8297648
22,4.0,30.847681
23,4.0,-9.94579
24,4.0,-37.67489
25,4.0,18.995047
26,4.0,-2.4763362
27,4.0,2.9118373
28,4.0,23.912136
29,4.0,-21.006355
30,4.0,8.869779
31,4.0,-4.7140565
32,4.0,-2.8001807
33,4.0,-75.88164
34,4.0,-46.78371
35,4.0,45.836205
36,4.0,-59.005615
37,4.0,66.3521
38,4.0,-9.0413475
39,4.0,29.565424
40,4.0,-8.474175
41,4.0,4.592589
42,4.0,8.954821
43,4.0,-0.23473918
44,4.0,-14.265467
45,4.0,-31.254498
46,4.0,22.32362
47,4.0,-28.305187
48,4.0,0.29863268
49,4.0,-0.026094604
50,4.0,24.720675
51,4.0,-3.0508413
52,4.0,-32.00423
53,4.0,21.448118
54,4.0,-24.032248
55,4.0,53.72005
56,4.0,41.19128
57,4.0,-2.7105975
58,4.0,-31.955742
59,4.0,16.33344
60,4.0,15.328661
61,4.0,9.042936
62,4.0,-54.07303
63,4.0,-23.588991
64,4.0,-43.003788
65,4.0,39.613922
66,4.0,12.063821
67,4.0,-3.5349488
68,4.0,22.601824
69,4.0,59.444695
70,4.0,-23.272148
71,4.0,-24.470354
72,4.0,29.524986
73,4.0,-33.246326
74,4.0,-74.586624
75,4.0,-39.234818
76,4.0,-0.48256096
77,4.0,-53.20438
78,4.0,4.18849
79,4.0,-63.375286
80,4.0,-6.2404313
81,4.0,-26.468372
82,4.0,4.8123264
83,4.0,-7.670759
84,4.0,-55.865696
85,4.0,26.590559
86,4.0,34.23787
87,4.0,16.715105
88,4.0,25.735382
89,4.0,-13.152752
90,4.0,0.4111321
91,4.0,-13.375526
92,4.0,-0.50278085
93,4.0,-68.95031
94,4.0,-12.8476
95,4.0,-28.901852
96,4.0,18.87608
97,4.0,21.265572
98,4.0,-31.465569
99,4.0,33.789345
100,4.0,23.087526
101,4.0,4.7414846
102,4.0,20.489595
103,4.0,0.7441108
104,4.0,-21.689001
105,4.0,27.109093
106,4.0,30.217024
107,4.0,-61.76191
108,4.0,31.075483
109,4.0,-39.913525
110,4.0,9.394365
111,4.0,26.877823
112,4.0,-12.978407
113,4.0,-10.010176
114,4.0,23.732224
115,4.0,-31.917072
116,4.0,11.178888
117,4.0,48.97638
118,4.0,-18.04721
119,4.0,-29.521826
120,4.0,15.116787
121,4.0,22.266947
122,4.0,-10.484856
123,4.0,16.661652
124,4.0,-17.893358
125,4.0,24.091507
126,4.0,-8.653225
127,4.0,-1.8400513
128,4.0,7.140665
129,4.0,66.28928
130,4.0,-38.027924
131,4.0,-6.1151457
132,4.0,5.59238
133,4.0,-7.3667026
134,4.0,28.20587
135,4.0,0.6680471
136,4.0,-7.6637936
137,4.0,23.06073
138,4.0,-10.862226
139,4.0,3.4477634
140,4.0,2.231593
141,4.0,-21.67532
142,4.0,-0.447689
143,4.0,27.537094
144,4.0,7.1550603
145,4.0,14.639122
146,4.0,-34.667473
147,4.0,65.57497
148,4.0,-47.886826
149,4.0,-24.334267
150,4.0,45.613575
151,4.0,-78.64806
152,4.0,-16.275324
153,4.0,32.504787
154,4.0,22.769016
155,4.0,-1.457174
156,4.0,-3.5592566
157,4.0,3.4957273
158,4.0,0.66845995
159,4.0,-2.037325
160,4.0,-5.4245234
161,4.0,-17.785679
162,4.0,-15.61258
163,4.0,10.232692
164,4.0,60.77759
165,4.0,20.686638
166,4.0,71.861435
167,4.0,-15.199087
168,4.0,-10.767306
169,4.0,-69.9344
170,4.0,-18.16403
171,4.0,-1.0297569
172,4.0,-34.9695
173,4.0,-15.057092
174,4.0,-10.073759
175,4.0,19.375835
176,4.0,-71.50275
177,4.0,-29.52039
178,4.0,46.76738
179,4.0,0.57196516
180,4.0,21.700296
181,4.0,-26.07008
182,4.0,5.974553
183,4.0,-12.4641695
184,4.0,10.580665
185,4.0,-14.318821
186,4.0,-22.00427
187,4.0,-18.705526
188,4.0,41.15947
189,4.0,11.9599905
190,4.0,16.536419
191,4.0,-43.05507
192,4.0,-1.8057046
193,4.0,39.17701
194,4.0,-34.562664
195,4.0,17.631397
196,4.0,-30.225517
197,4.0,-64.66631
198,4.0,65.091675
199,4.0,-55.77246
200,4.0,-7.3881407
201,4.0,57.449776
202,4.0,-5.307791
203,4.0,-17.656015
204,4.0,-4.684622
205,4.0,-3.5877337
206,4.0,-29.690058
207,4.0,11.42326
208,4.0,2.7952921
209,4.0,-40.222313
210,4.0,-0.669729
211,4.0,7.8934026
212,4.0,2.9420886
213,4.0,-40.814877
214,4.0,5.259042
215,4.0,-28.523455
216,4.0,49.427074
217,4.0,4.086372
218,4.0,17.534246
219,4.0,48.6857
220,4.0,39.09033
221,4.0,0.21859922
222,4.0,-56.43659
223,4.0,33.607403
224,4.0,-95.29579
225,4.0,27.518593
226,4.0,19.076292
227,4.0,-1.3611784
228,4.0,-16.736479
229,4.0,-4.278282
230,4.0,-52.12747
231,4.0,4.630794
232,4.0,41.753605
233,4.0,13.964489
234,4.0,-20.06996
235,4.0,-24.642088
236,4.0,-32.043606
237,4.0,10.199874
238,4.0,-16.63352
239,4.0,-47.732346
240,4.0,59.967186
241,4.0,-24.561613
242,4.0,25.354935
243,4.0,12.023369
244,4.0,-16.737066
245,4.0,21.200676
246,4.0,21.786747
247,4.0,39.359722
248,4.0,40.448303
249,4.0,-16.363626
250,4.0,13.601844
251,4.0,67.535774
252,4.0,18.748573
253,4.0,2.2707057
254,4.0,-13.138059
255,4.0,11.404562
256,4.0,-71.849556
257,4.0,-58.023827
258,4.0,11.379643
259,4.0,30.365788
260,4.0,-100.07638
261,4.0,-54.8044
262,4.0,-12.586615
263,4.0,-16.539179
264,4.0,8.862714
265,4.0,-65.18904
266,4.0,-59.29297
267,4.0,22.646664
268,4.0,-16.81806
269,4.0,19.049803
270,4.0,12.219425
271,4.0,-5.120677
272,4.0,15.898562
273,4.0,13.939685
274,4.0,23.328388
275,4.0,-0.6286035
276,4.0,1.1211278
277,4.0,-24.291943
278,4.0,10.074527
279,4.0,6.733828
280,4.0,-2.3865201
281,4.0,-25.171066
282,4.0,-3.5853317
283,4.0,20.183163
284,4.0,-6.235978
285,4.0,0.12832156
286,4.0,11.6589775
287,4.0,-1.6249366
288,4.0,-12.668157
289,4.0,2.5368917
290,4.0,-28.121546
291,4.0,32.483383
292,4.0,-5.5057554
293,4.0,-6.53701
294,4.0,-19.365189
295,4.0,-3.9357276
296,4.0,-1.2811556
297,4.0,16.397654
298,4.0,-6.2967615
299,4.0,-2.6595201
300,4.0,-22.48257
301,4.0,7.6374965
302,4.0,-9.723497
303,4.0,35.032055
304,4.0,-33.672344
305,4.0,24.288597
306,4.0,-3.6479127
307,4.0,26.776691
308,4.0,-13.1400175
309,4.0,-7.7627997
310,4.0,3.8159432
311,4.0,5.294523
312,4.0,45.783733
313,4.0,-27.300909
314,4.0,-19.397589
315,4.0,-12.034131
316,4.0,-34.917324
317,4.0,10.106863
318,4.0,6.6414733
319,4.0,7.9648986
320,4.0,6.142631
321,4.0,-36.12177
322,4.0,18.964853
323,4.0,-10.156087
324,4.0,12.38345
325,4.0,21.358574
326,4.0,18.588743
327,4.0,-6.10851
328,4.0,4.676816
329,4.0,10.949403
330,4.0,10.366402
331,4.0,-29.908163
332,4.0,-33.83633
333,4.0,-2.8771605
334,4.0,-8.555969
335,4.0,20.430244
336,4.0,-15.065852
337,4.0,28.674347
338,4.0,-8.651101
339,4.0,-22.228727
340,4.0,14.916847
341,4.0,17.376665
342,4.0,-6.72106
343,4.0,-56.671604
344,4.0,-5.853063
345,4.0,-9.38854
346,4.0,-25.220886
347,4.0,-32.066837
348,4.0,10.386177
349,4.0,10.300276
350,4.0,16.007484
351,4.0,-32.6441
352,4.0,5.765805
353,4.0,4.336174
354,4.0,22.63733
355,4.0,-8.872881
356,4.0,18.579494
357,4.0,6.4280057
358,4.0,-3.460653
359,4.0,-12.387521
360,4.0,11.72997
361,4.0,-28.77396
362,4.0,-13.08411
363,4.0,-3.0831513
364,4.0,-16.254438
365,4.0,1.7046969
366,4.0,-66.124374
367,4.0,-26.342422
368,4.0,-4.817377
369,4.0,-8.261495
370,4.0,-21.273094
371,4.0,-11.896512
372,4.0,-17.33613
373,4.0,-5.936397
374,4.0,-3.8739114
375,4.0,2.4046288
376,4.0,39.89959
377,4.0,18.141262
378,4.0,26.089304
379,4.0,14.296475
380,4.0,-4.0958424
381,4.0,6.1925235
382,4.0,-16.253654
383,4.0,-5.215954
384,4.0,12.163944
385,4.0,-20.737316
386,4.0,33.42329
387,4.0,8.012528
388,4.0,-8.316616
389,4.0,-39.2708
390,4.0,-12.477869
391,4.0,18.564644
392,4.0,27.202875
393,4.0,15.570344
394,4.0,4.6540594
395,4.0,6.3404927
396,4.0,8.514813
397,4.0,-16.285423
398,4.0,26.957241
399,4.0,-14.139234
400,4.0,26.615658
401,4.0,-13.246454
402,4.0,24.2814
403,4.0,1.6137364
404,4.0,-4.768743
405,4.0,-3.8865619
406,4.0,16.535978
407,4.0,30.384813
408,4.0,-0.5074778
409,4.0,-7.09882
